q,u,shape,scale,loglik,aic,bic,ks_p,n_exc,mrl
0.9,1.0910002067260316,-0.09942440384379489,0.7675406352971914,-166.62673449155065,337.2534689831013,344.3901579906235,0.4112956338815339,262,0.6973157405231257
0.9039583333333333,1.1160469350997495,-0.10774820019354497,0.7757938278046069,-160.87094726661334,325.7418945332267,332.80075270824955,0.39328351092559766,252,0.6994214115068771
0.9079166666666667,1.1692478097739538,-0.07193925040380178,0.726211663803674,-146.56859534337633,297.13719068675266,304.106784553734,0.32858073847372427,241,0.6769562785479492
0.911875,1.1925462274078444,-0.08719872629999753,0.7427708528253394,-142.16437448373577,288.32874896747154,295.21358438851513,0.3258914829040861,231,0.6824436062963916
0.9158333333333334,1.2204923143767659,-0.09672910834051128,0.751963476325707,-136.61830174209857,277.23660348419713,284.03292888723263,0.3228958440268217,221,0.6847168411981444
0.9197916666666667,1.2461062087470187,-0.12124720160476712,0.7799301813016993,-132.35309802184446,268.7061960436889,275.40041110512385,0.37554529061505915,210,0.6943278407364456
0.9237500000000001,1.277951694644959,-0.13202398384723846,0.7898910474038827,-126.42840656820283,256.85681313640566,263.45344786950176,0.40172812204689734,200,0.6962699058029904
0.9277083333333334,1.3226589009484055,-0.12473739260688493,0.7746759032975477,-117.79554081098479,239.59108162196958,246.08512976629055,0.3214236902823413,190,0.6872941727810032
0.9316666666666666,1.3598296126485323,-0.14194227355349426,0.7915091228018192,-111.74034602052367,227.48069204104735,233.85546365272887,0.402604443902865,179,0.6912780075463191
0.935625,1.3893138931269273,-0.170569762423924,0.8243143529144539,-107.52617031034907,219.05234062069815,225.3121380505443,0.6570728262661385,169,0.7018324112135349
0.9395833333333333,1.433162490501287,-0.1895000068496851,0.8420704625490836,-100.8985702097828,205.7971404195656,211.92233048561954,0.8579547623408794,158,0.7051178190178312
0.9435416666666667,1.4613680928142059,-0.23167356716044327,0.8952108886936317,-97.32329642664288,198.64659285328577,204.641017400814,0.9544146967870769,148,0.7234612252062178
0.9475,1.5261759207860346,-0.2283076573601668,0.8753352235672451,-88.12080324451108,180.24160648902216,186.09611385933658,0.9411775987876239,138,0.7091195204981744
0.9514583333333333,1.5768788422517928,-0.26141607965290803,0.9098838891789011,-81.81090740223117,167.62181480446233,173.3101889773795,0.8550060339532085,127,0.7173105634114819
0.9554166666666667,1.6791131321570683,-0.21318725346673553,0.820296258519891,-68.88232119642676,141.76464239285352,147.28899026244903,0.8698775800135461,117,0.6723657964075772
0.959375,1.7585574848964343,-0.2039347285322971,0.7915528957636311,-60.16239597841652,124.32479195683304,129.67044962575685,0.7935573765986041,107,0.6535848369296728
0.9633333333333334,1.8465227061266976,-0.1952952994714615,0.7640710675186029,-51.416008032695665,106.83201606539133,111.960712448327,0.7229127303826357,96,0.6351373319215644
0.9672916666666667,1.9251996212828995,-0.20207435735299212,0.7566146424229787,-44.63717897867805,93.2743579573561,98.18305254986312,0.7177646002457381,86,0.6245889607260092
0.97125,2.0088521634734344,-0.22986524423921337,0.7683419220867937,-38.50214177290964,81.00428354581928,85.66575022639194,0.748955662421859,76,0.6180890773196356
0.9752083333333333,2.081278907971241,-0.36883165453621036,0.9043786523745501,-34.49165052403587,72.98330104807174,77.33207558786302,0.35271739840591,65,0.6459652964764677
0.9791666666666666,2.225616778921387,-0.38038612767038804,0.8633031376379923,-25.992752931583833,55.98550586316767,60.00017223363261,0.2411668677855392,55,0.6074413447324103
0.983125,2.3855692494828307,-0.4114474126237063,0.8325755862584316,-18.239728346079083,40.479456692158166,44.0927816716988,0.14462453113446394,45,0.5652275947120382
0.9870833333333333,2.486797915544936,-0.8651170694395107,1.3144865066988998,-13.883210163325282,31.766420326650564,34.819141375882886,0.4643049845640972,34,0.6309262327748913
0.9910416666666666,2.7614520502217164,,,,,,,24,0.5734039513466576
0.995,3.1977998804043537,,,,,,,14,0.4170219771835706
