q,u,shape,scale,loglik,aic,bic,ks_p,n_exc,mrl
0.9,1.2040081317008915,-0.14914828954307505,0.6957070353603845,-135.66337446848277,275.32674893696554,282.58199116434685,0.9598319127291306,278,0.6050470375551664
0.9039583333333333,1.229641665480925,-0.15238304830647653,0.6960834426613622,-129.58596803683417,263.17193607366835,270.34643339046886,0.9611818359704036,267,0.6037262272605561
0.9079166666666667,1.25263798397887,-0.16129418336611134,0.704254287507549,-124.9459637547455,253.891927509491,260.98228239845014,0.9494213739602245,256,0.6062665708476804
0.911875,1.3031325248210168,-0.13207116060393842,0.6595303263488635,-110.67316722494974,225.34633444989947,232.34885087098894,0.8157611876945359,245,0.5820646317722274
0.9158333333333334,1.3298311610285782,-0.13802681674439898,0.6631422163188477,-105.57806556888636,215.15613113777272,222.06677336848813,0.83787174676114,234,0.5821821466601322
0.9197916666666667,1.3583952130602863,-0.1430045925887011,0.6652274992585671,-100.22001590229547,204.44003180459094,211.25437534751117,0.8658278675681921,223,0.5815182485942113
0.9237500000000001,1.3879751651248435,-0.14868623074049636,0.6681037786763491,-94.97110300332204,193.94220600664408,200.6553785559881,0.9080250695006632,212,0.5811273223654961
0.9277083333333334,1.42523466900918,-0.14601557382694522,0.6592868340508458,-87.90926001869568,179.81852003739135,186.4251298535095,0.8565261999013973,201,0.5747339330026305
0.9316666666666666,1.4595578397184281,-0.15035203278977655,0.6594326070647212,-82.31898842736206,168.63797685472412,175.1320249990451,0.8913604239152856,190,0.5727107585461875
0.935625,1.4838281671470386,-0.17339816251386825,0.6842838418206457,-80.056502100117,164.113004200234,170.48777581191553,0.9688183441156897,179,0.5830076729295601
0.9395833333333333,1.5176208445415351,-0.18691970213070327,0.6958144927015749,-75.66470510461221,155.32941020922442,161.57733816803093,0.9222001688326209,168,0.5863973366886694
0.9435416666666667,1.5675405165126475,-0.1819543631129126,0.6802313663338768,-67.94249679732393,139.88499359464785,145.99748520534447,0.9202354716530099,157,0.5755669983822839
0.9475,1.6094501570900006,-0.1916554435666384,0.6851229357475533,-62.80420003968012,129.60840007936025,135.57561332277692,0.8171255648704894,146,0.5752272335525982
0.9514583333333333,1.6695687598821491,-0.18122338851426534,0.6607259754042241,-54.585454294303936,113.17090858860787,118.98145814548474,0.8809123380962225,135,0.5593756047084816
0.9554166666666667,1.7445057660753311,-0.1514067739768652,0.612561325394931,-44.45102106293662,92.90204212587324,98.54260525708331,0.9614438760248579,124,0.5315927070702908
0.959375,1.8120355469351574,-0.12825757559026532,0.5784928819551307,-36.66082658326064,77.32165316652129,82.77642880394598,0.9394679637142069,113,0.512176536587987
0.9633333333333334,1.8628780589303404,-0.1472881131159351,0.5909047371222311,-33.321124351528404,70.64224870305681,75.89219432962535,0.9311397647113243,102,0.5145139069912134
0.9672916666666667,1.909423339566701,-0.18558927393901045,0.6253793319716473,-31.395995445025367,66.79199089005073,71.81370990308443,0.683999837312445,91,0.5272357634403712
0.97125,2.0278031110325827,-0.08678238679442352,0.5123340236361005,-19.55714445236155,43.1142889047231,47.87834217407086,0.9446001099355117,80,0.4709685071595996
0.9752083333333333,2.087987031136078,-0.13393295270018396,0.5472859064404745,-18.169138367141915,40.33827673428383,44.80648974347835,0.8363531948003365,69,0.4817781280699083
0.9791666666666666,2.1939546772722704,-0.09135605749891501,0.49916616514963214,-12.400573674581592,28.801147349163184,32.922033370256024,0.7824588977589734,58,0.45672103238114004
0.983125,2.2730318955868802,-0.17859608801071047,0.5626991172802616,-11.581349951588868,27.162699903177735,30.86299510659785,0.775305449218939,47,0.4755490207270135
0.9870833333333333,2.4099783053062005,-0.20590420982197932,0.5613836777363639,-7.803674089181966,19.60734817836393,22.774386055276153,0.7206597482064645,36,0.46268801293871736
0.9910416666666666,2.624859300627317,,,,,,,25,0.42098873163097594
0.995,2.8954427039036044,,,,,,,14,0.40505221947503234
