q,u,shape,scale,loglik,aic,bic,ks_p,n_exc,mrl
0.9,1.1097086491322865,-0.022753370590369915,0.7028066992638757,-173.63015483682472,351.26030967364943,358.5155519010307,0.9828097516351456,278,0.6871622866859617
0.9039583333333333,1.133745752692442,-0.02937210175663884,0.7113591976314106,-168.2168380229386,340.4336760458772,347.6081733626777,0.9739906140130227,267,0.6910417721398865
0.9079166666666667,1.1783197175739906,-0.00703007889219764,0.6801360248872854,-155.51037793214473,315.02075586428947,322.11111075324857,0.9753463514269675,256,0.6753562270477025
0.911875,1.1931151091746979,-0.030627937171773957,0.7117277433768965,-154.18897603590176,312.3779520718035,319.380468492893,0.9600734521340437,245,0.690594834239154
0.9158333333333334,1.2298222102585874,-0.024620881755951014,0.7023680298690949,-145.56619532286794,295.1323906457359,302.04303287645126,0.9588288773648461,234,0.6854817147396334
0.9197916666666667,1.2665492949708919,-0.020301749464588223,0.6955679291987313,-137.5242991487554,279.0485982975108,285.86294184043106,0.9552101082747468,223,0.6817413556954429
0.9237500000000001,1.3062645872913843,-0.012726688684210351,0.684876139214876,-129.06404883649805,262.1280976729961,268.84127022234014,0.9547418752430236,212,0.6762904917080957
0.9277083333333334,1.3414885826754805,-0.014800593885834757,0.6871302669042696,-122.6101717908358,249.2203435816716,255.82695339778977,0.9408335649132396,201,0.6771260022692823
0.9316666666666666,1.3749102593529612,-0.0242674788804934,0.6988733077517104,-117.31109378688319,238.62218757376638,245.11623571808735,0.909240798677779,190,0.6822929743095221
0.935625,1.4020440229452475,-0.04555875228095377,0.727879450610479,-114.00031685747467,232.00063371494934,238.37540532663087,0.8337534805725689,179,0.6962139948093881
0.9395833333333333,1.460175418958366,-0.027169962473412697,0.7000406870072939,-103.53137101230519,211.06274202461037,217.3106699834169,0.8585487732874524,168,0.6815455645937858
0.9435416666666667,1.4996930050799993,-0.038502045560311476,0.7146877354244969,-98.2202732817012,200.4405465634024,206.55303817409902,0.7943779592410983,157,0.6882014861924646
0.9475,1.5529269233348544,-0.03700646635955622,0.710419227716016,-90.67720122648129,185.35440245296257,191.32161569637924,0.7610547150350593,146,0.6850524747342381
0.9514583333333333,1.5926321015694536,-0.05857551835262015,0.7399770449224217,-86.44377792450713,176.88755584901426,182.6981054058911,0.637583688746366,135,0.6991152486623287
0.9554166666666667,1.6593549797126688,-0.05186671856869197,0.7268034234636188,-78.00374222162536,160.00748444325072,165.6480475744608,0.610270508756084,124,0.6910154476801221
0.959375,1.7252549262894936,-0.053226113838736676,0.7255841298387158,-70.73372897916958,145.46745795833917,150.92223359576386,0.5458160975972048,113,0.6889294096299267
0.9633333333333334,1.8144981840079888,-0.028403776558376635,0.6877163362570169,-60.9116808963897,125.8233617927794,131.07330741934794,0.5672187078738262,102,0.6686876457886847
0.9672916666666667,1.9091108031627793,0.003288679618124188,0.6463546124387152,-51.58555037066129,107.17110074132258,112.19281975435628,0.6007133547931744,91,0.6484820167925598
0.97125,2.0008271063444085,0.02778819070225127,0.620227482027813,-44.013828678998166,92.02765735799633,96.79171062734409,0.602026381993374,80,0.6379478001672834
0.9752083333333333,2.1196865292594036,0.09636931470618443,0.5538048068650363,-34.87582685645471,73.75165371290942,78.21986672210393,0.696152907015625,69,0.611956444358285
0.9791666666666666,2.2316740950764626,0.15440298332490845,0.5147089280297001,-28.436391895391196,60.87278379078239,64.99366981187524,0.7390150934989875,58,0.605198516549472
0.983125,2.3424289663223234,0.1869823745123165,0.5103584982498997,-24.17472936712841,52.34945873425682,56.04975393767694,0.7154263957221574,47,0.6206641959460312
0.9870833333333333,2.46689618225742,0.09966055111996805,0.6019807392352801,-21.31672849064462,46.63345698128924,49.80049485820146,0.4460143455928848,36,0.6663753206446527
0.9910416666666666,2.641385233188918,,,,,,,25,0.7488115075858416
0.995,3.1265525128684737,,,,,,,14,0.7456429198435668
