Date,Open,High,Low,Close,Volume
07/03/2023,"51,500","51,700","51,100","51,100","1,866,100"
06/30/2023,"51,800","51,900","51,000","51,000","1,743,900"
06/29/2023,"52,200","52,400","51,800","51,800","1,628,300"
06/28/2023,"52,600","52,700","52,000","52,200","1,893,500"
06/27/2023,"52,200","53,000","52,200","52,400","2,533,300"
06/26/2023,"52,100","52,700","51,900","52,200","3,469,700"
06/23/2023,"52,100","52,300","51,900","52,000","2,178,900"
06/22/2023,"52,700","52,800","52,000","52,400","1,626,300"
06/21/2023,"52,100","52,400","51,700","52,400","3,480,400"
06/20/2023,"52,000","52,500","51,900","52,000","1,464,500"
06/19/2023,"53,800","53,800","52,100","52,100","4,319,600"
06/16/2023,"53,800","54,000","52,600","53,500","5,378,900"
06/15/2023,"53,800","54,500","53,300","53,500","2,114,300"
06/14/2023,"54,100","54,700","53,800","53,800","5,883,800"
06/13/2023,"53,700","54,300","53,300","54,100","2,112,100"
06/12/2023,"52,500","53,400","52,500","53,400","4,201,000"
06/09/2023,"52,500","52,600","52,200","52,300","819,000"
06/08/2023,"52,800","53,000","52,400","52,400","9,421,500"
06/07/2023,"53,300","53,600","52,600","52,800","3,036,100"
06/06/2023,"52,200","53,200","52,200","53,200","2,120,200"
06/05/2023,"52,100","52,500","52,000","52,100","1,824,300"
06/02/2023,"52,000","52,300","51,900","52,000","1,731,400"
06/01/2023,"52,000","52,200","51,600","52,000","1,526,900"
05/31/2023,"52,400","52,400","52,000","52,000","2,432,000"
05/30/2023,"52,700","52,900","52,300","52,400","3,212,500"
05/29/2023,"52,000","52,900","52,000","52,700","1,381,300"
05/26/2023,"52,400","52,500","52,000","52,000","1,593,300"
05/25/2023,"52,600","52,700","52,200","52,600","1,453,500"
05/24/2023,"52,800","52,800","52,300","52,600","6,020,300"
05/23/2023,"52,200","53,500","52,200","52,600","2,019,000"
05/22/2023,"52,500","52,700","51,900","52,100","2,425,200"
05/19/2023,"53,400","53,400","52,100","52,500","1,932,200"
05/18/2023,"53,600","53,800","53,000","53,200","2,078,700"
05/17/2023,"52,900","53,800","52,500","53,200","2,165,200"
05/16/2023,"54,600","54,800","52,800","52,900","2,881,400"
05/15/2023,"54,900","54,900","54,000","54,400","4,520,001"
05/12/2023,"50,700","51,900","50,500","51,700","2,273,000"
05/11/2023,"50,700","50,700","50,300","50,500","1,190,301"
05/10/2023,"50,800","50,800","50,400","50,600","1,069,300"
05/09/2023,"50,900","51,000","50,400","50,600","1,113,400"
05/08/2023,"50,700","50,900","50,500","50,900","1,338,200"
05/05/2023,"50,900","51,400","50,600","50,700","1,368,000"
05/04/2023,"52,100","52,100","51,100","51,300","1,878,400"
04/28/2023,"50,600","52,100","50,600","52,100","2,421,100"
04/27/2023,"51,800","51,800","50,500","50,500","4,336,000"
04/26/2023,"52,400","52,400","51,700","51,900","7,613,893"
04/25/2023,"52,800","52,800","51,800","52,500","3,876,400"
04/24/2023,"52,700","52,700","52,200","52,600","1,496,200"
04/21/2023,"52,600","52,700","52,100","52,700","1,728,400"
04/20/2023,"52,500","52,700","52,200","52,600","1,217,400"
04/19/2023,"52,600","52,700","52,300","52,600","1,746,300"
04/18/2023,"52,900","52,900","52,400","52,800","3,475,800"
04/17/2023,"52,900","53,000","52,400","52,900","1,758,200"
04/14/2023,"53,200","53,500","52,700","52,900","1,762,600"
04/13/2023,"53,100","53,500","52,700","53,000","2,019,600"
04/12/2023,"53,300","53,500","52,600","53,100","4,006,300"
04/11/2023,"53,700","53,700","52,800","53,600","1,947,000"
04/10/2023,"54,500","54,600","53,300","53,800","2,145,100"
04/07/2023,"55,000","55,000","53,400","54,400","2,379,600"
04/06/2023,"56,400","56,400","54,500","54,500","2,064,900"
04/05/2023,"56,700","56,700","55,000","55,500","1,974,100"
04/04/2023,"58,500","58,700","56,800","56,800","1,871,700"
04/03/2023,"55,900","58,800","55,600","58,000","5,395,600"
03/31/2023,"53,600","55,200","53,600","55,000","2,619,400"
03/30/2023,"53,500","54,900","53,400","53,700","1,478,600"
03/29/2023,"53,500","53,600","52,900","53,500","585,700"
03/28/2023,"53,300","53,600","53,200","53,400","7,977,500"
03/27/2023,"53,300","53,800","52,800","53,300","1,262,000"
03/24/2023,"52,800","53,700","52,500","53,300","1,979,700"
03/23/2023,"52,200","52,800","52,100","52,800","2,714,800"
03/22/2023,"52,600","52,900","52,100","52,800","3,051,500"
03/21/2023,"52,800","53,400","51,600","52,800","3,266,700"
03/20/2023,"53,000","53,200","51,400","52,800","4,512,300"
03/17/2023,"53,900","54,000","52,400","53,200","4,721,500"
03/16/2023,"54,000","55,700","53,000","53,300","3,310,600"
03/15/2023,"53,000","54,000","53,000","54,000","1,717,700"
03/14/2023,"53,200","53,200","52,600","53,000","2,889,000"
03/13/2023,"53,100","53,400","52,500","53,300","996,800"
03/10/2023,"53,000","53,300","52,500","53,100","899,800"
03/09/2023,"53,000","53,600","52,600","53,000","2,421,300"
03/08/2023,"52,200","53,300","52,200","53,000","2,171,900"
03/07/2023,"53,000","53,200","52,400","52,700","1,442,300"
03/06/2023,"52,700","53,300","52,100","52,600","2,516,800"
03/03/2023,"52,800","53,000","52,200","52,700","1,038,500"
03/02/2023,"52,500","53,300","52,300","52,800","963,200"
03/01/2023,"52,000","53,300","51,600","52,700","1,099,000"
02/28/2023,"52,500","53,000","52,000","52,600","1,259,200"
02/27/2023,"52,000","52,500","51,400","52,500","3,137,900"
02/24/2023,"52,100","52,900","51,700","52,900","2,411,600"
