Date,Open,High,Low,Close,Volume
07/01/2016,"30,284","30,884","29,924","30,584","1,481,102"
06/30/2016,"29,085","30,584","28,905","29,625","1,358,038"
06/29/2016,"28,605","29,085","28,605","28,785","1,189,301"
06/28/2016,"29,025","29,025","28,605","28,605","691,242"
06/27/2016,"28,785","29,325","28,725","29,025","879,323"
06/24/2016,"28,634","28,634","26,689","28,094","2,116,185"
06/23/2016,"28,634","28,904","28,364","28,634","539,796"
06/22/2016,"29,174","29,174","28,364","28,364","859,956"
06/21/2016,"29,174","29,444","28,904","29,174","617,092"
06/20/2016,"28,364","29,174","28,094","28,904","560,230"
06/17/2016,"28,634","28,904","28,094","28,094","5,986,840"
06/16/2016,"28,904","29,174","28,634","28,904","1,213,046"
06/15/2016,"29,174","29,444","28,634","28,904","947,525"
06/14/2016,"28,364","28,904","28,364","28,904","600,100"
06/13/2016,"28,904","28,904","28,364","28,364","8,069,906"
06/10/2016,"29,444","29,714","29,174","29,174","315,829"
06/09/2016,"29,444","29,714","29,174","29,444","209,325"
06/08/2016,"29,444","30,255","29,174","29,444","2,247,640"
06/07/2016,"28,904","29,444","28,904","29,444","742,920"
06/06/2016,"29,174","29,444","28,634","28,904","547,533"
06/03/2016,"28,904","29,174","28,634","29,174","1,194,629"
06/02/2016,"28,904","29,174","28,634","28,904","1,437,956"
06/01/2016,"28,634","28,904","28,364","28,904","869,156"
05/31/2016,"28,904","29,174","28,364","28,364","7,663,459"
05/30/2016,"28,094","29,174","28,094","28,904","1,995,502"
05/27/2016,"27,553","28,094","27,553","27,823","772,047"
05/26/2016,"28,094","28,094","27,283","27,553","1,131,178"
05/25/2016,"28,094","28,364","27,823","28,094","524,988"
05/24/2016,"28,634","28,634","27,823","28,094","3,200,755"
05/23/2016,"28,094","28,094","27,283","28,094","2,610,151"
05/20/2016,"28,904","29,174","27,823","27,823","9,766,391"
05/19/2016,"29,444","29,444","28,634","28,904","8,517,198"
05/18/2016,"29,444","29,444","28,904","28,904","10,769,353"
05/17/2016,"29,984","29,984","29,444","29,444","959,316"
05/16/2016,"28,904","29,984","28,634","29,714","2,375,986"
05/13/2016,"28,904","29,174","28,634","28,904","1,635,935"
05/12/2016,"29,174","29,444","28,904","28,904","868,341"
05/11/2016,"28,094","28,904","28,094","28,904","3,211,746"
05/10/2016,"28,094","28,094","27,553","28,094","6,951,398"
05/09/2016,"28,634","28,634","28,094","28,094","10,184,066"
05/06/2016,"28,094","28,364","28,094","28,364","1,677,637"
05/05/2016,"27,823","28,634","27,823","27,823","1,143,301"
05/04/2016,"27,823","28,364","27,553","27,553","1,779,958"
04/29/2016,"28,364","28,634","28,094","28,364","9,222,320"
04/28/2016,"28,634","28,904","28,094","28,094","1,113,501"
04/27/2016,"29,714","29,714","28,094","28,634","1,803,909"
04/26/2016,"28,364","29,444","28,364","29,174","23,789,252"
04/25/2016,"29,984","30,255","28,364","28,364","2,600,026"
04/22/2016,"27,823","29,714","27,823","29,444","3,201,588"
04/21/2016,"27,823","28,364","27,283","27,823","2,214,360"
04/20/2016,"26,851","27,553","26,851","27,283","4,761,073"
04/19/2016,"28,094","28,094","26,851","26,851","1,957,584"
04/15/2016,"28,364","29,444","28,094","28,094","2,868,008"
04/14/2016,"27,823","29,444","27,823","28,364","2,704,148"
04/13/2016,"27,823","28,634","27,283","28,094","2,848,096"
04/12/2016,"28,094","28,364","27,553","28,094","32,952,692"
04/11/2016,"25,662","27,283","25,662","27,283","2,751,009"
04/08/2016,"25,500","25,716","25,338","25,662","1,388,739"
04/07/2016,"25,716","25,770","25,446","25,500","813,923"
