Date,Open,High,Low,Close,Volume
07/01/2016,"15,375","15,625","15,250","15,375","2,462,703"
06/30/2016,"15,625","15,875","15,375","15,375","1,095,759"
06/29/2016,"14,750","15,625","14,750","15,625","3,895,470"
06/28/2016,"14,875","15,125","14,750","14,875","1,085,359"
06/27/2016,"15,000","15,250","14,375","15,250","9,608,075"
06/24/2016,"14,375","15,375","13,375","15,250","7,023,277"
06/23/2016,"13,375","14,375","13,375","14,375","3,588,638"
06/22/2016,"13,500","13,625","13,250","13,500","7,412,076"
06/21/2016,"13,750","13,750","13,250","13,500","2,284,079"
06/20/2016,"13,000","13,375","13,000","13,375","2,304,639"
06/17/2016,"12,625","12,875","12,250","12,500","1,232,559"
06/16/2016,"12,500","12,875","12,438","12,750","944,320"
06/15/2016,"12,625","12,625","12,375","12,438","1,312,959"
06/14/2016,"11,750","12,500","11,625","12,500","2,508,719"
06/13/2016,"11,750","11,750","11,625","11,750","986,880"
06/10/2016,"11,625","11,750","11,500","11,750","1,001,200"
06/09/2016,"11,688","11,750","11,438","11,563","2,437,279"
06/08/2016,"12,000","12,000","11,750","11,813","8,945,636"
06/07/2016,"11,688","12,000","11,625","11,938","2,927,519"
06/06/2016,"11,063","11,563","11,063","11,500","4,444,718"
06/03/2016,"10,688","11,063","10,688","11,000","2,430,159"
06/02/2016,"10,688","10,688","10,625","10,688","961,760"
06/01/2016,"10,750","10,750","10,625","10,688","717,440"
05/31/2016,"10,750","10,813","10,688","10,750","1,249,439"
05/30/2016,"10,625","10,688","10,563","10,688","1,481,279"
05/27/2016,"10,313","10,625","10,250","10,563","3,431,038"
05/26/2016,"10,500","10,563","10,313","10,313","2,236,959"
05/25/2016,"10,438","10,500","10,375","10,500","1,473,599"
05/24/2016,"10,188","10,500","10,188","10,438","4,711,838"
05/23/2016,"9,750","10,000","9,688","10,000","6,431,037"
05/20/2016,"9,500","9,688","9,500","9,625","338,560"
05/19/2016,"9,625","9,688","9,563","9,563","457,680"
05/18/2016,"9,625","9,750","9,563","9,625","335,440"
05/17/2016,"9,438","9,625","9,438","9,625","827,600"
05/16/2016,"9,500","9,625","9,438","9,500","342,160"
