Date,Price,Open,High,Low,Vol.,Change %
28/12/2021,"26,259.50","26,316.80","26,775.50","26,144.80",21.20M,-0.22%
27/12/2021,"26,316.80","26,689.50","26,718.20","26,116.20",18.32M,-0.33%
24/12/2021,"26,402.80","25,972.80","26,746.80","25,944.20",32.89M,2.45%
23/12/2021,"25,772.10","25,858.10","25,858.10","25,284.80",45.77M,-0.33%
22/12/2021,"25,858.10","26,546.20","26,660.80","25,858.10",42.33M,-2.17%
21/12/2021,"26,431.50","26,890.20","26,918.80","26,431.50",29.33M,-1.71%
20/12/2021,"26,890.20","26,775.50","27,148.20","26,660.80",17.14M,0.43%
17/12/2021,"26,775.50","27,148.20","27,262.90","26,718.20",37.78M,-1.68%
16/12/2021,"27,234.20","27,578.20","27,578.20","27,119.50",18.93M,-0.63%
15/12/2021,"27,406.20","27,520.90","27,864.90","27,348.90",15.52M,0.21%
14/12/2021,"27,348.90","26,689.50","28,151.60","26,488.80",61.22M,2.47%
13/12/2021,"26,689.50","26,689.50","27,033.50","26,546.20",24.56M,0.11%
10/12/2021,"26,660.80","26,976.20","27,062.20","26,603.50",33.34M,-1.27%
9/12/2021,"27,004.90","26,890.20","27,119.50","26,832.80",17.71M,-0.21%
8/12/2021,"27,062.20","27,463.50","27,463.50","26,976.20",19.06M,-0.84%
7/12/2021,"27,291.50","26,632.20","27,291.50","26,374.20",37.64M,4.04%
6/12/2021,"26,230.80","27,234.20","27,492.20","26,087.50",59.43M,-4.09%
3/12/2021,"27,348.90","27,979.50","28,180.20","27,348.90",37.21M,-1.85%
2/12/2021,"27,864.90","28,208.90","28,237.60","27,864.90",22.02M,-0.82%
1/12/2021,"28,094.20","28,380.90","28,380.90","28,036.90",23.72M,0.10%
30/11/2021,"28,065.60","28,065.60","28,638.90","27,807.50",38.05M,1.14%
29/11/2021,"27,750.20","27,635.50","28,036.90","27,635.50",37.41M,-1.33%
26/11/2021,"28,122.90","28,266.20","28,638.90","28,094.20",45.87M,-0.41%
25/11/2021,"28,237.60","27,922.20","28,294.90","27,922.20",37.35M,1.23%
24/11/2021,"27,893.50","28,380.90","28,495.60","27,807.50",46.55M,-1.82%
23/11/2021,"28,409.60","28,036.90","28,552.90","27,864.90",26.85M,1.85%
22/11/2021,"27,893.50","27,635.50","28,208.90","27,520.90",38.83M,1.35%
19/11/2021,"27,520.90","28,438.20","28,495.60","27,463.50",83.18M,-3.90%
18/11/2021,"28,638.90","29,470.30","29,470.30","28,438.20",100.57M,-2.82%
17/11/2021,"29,470.30","29,814.30","30,158.30","29,470.30",51.48M,-1.15%
16/11/2021,"29,814.30","30,559.60","30,731.60","29,814.30",68.26M,-2.99%
15/11/2021,"30,731.60","31,247.70","31,305.00","30,559.60",52.59M,-1.83%
12/11/2021,"31,305.00","30,903.60","31,419.70","30,846.30",35.77M,1.11%
11/11/2021,"30,961.00","31,534.30","31,706.30","30,731.60",93.17M,-2.35%
10/11/2021,"31,706.30","32,394.40","32,451.70","31,649.00",74.43M,-2.12%
9/11/2021,"32,394.40","32,566.40","33,025.00","32,337.00",42.41M,-0.53%
8/11/2021,"32,566.40","32,623.70","32,681.00","32,222.30",36.47M,0.35%
5/11/2021,"32,451.70","32,279.70","32,681.00","31,935.70",33.25M,0.53%
4/11/2021,"32,279.70","31,878.30","32,623.70","31,878.30",25.48M,1.26%
3/11/2021,"31,878.30","32,222.30","32,279.70","31,706.30",51.25M,0.18%
2/11/2021,"31,821.00","31,821.00","32,337.00","31,649.00",44.05M,-0.36%
1/11/2021,"31,935.70","32,738.40","32,738.40","31,935.70",77.59M,-2.45%
29/10/2021,"32,738.40","33,254.40","33,311.70","32,738.40",40.97M,-1.55%
28/10/2021,"33,254.40","33,197.00","33,369.10","32,853.00",37.62M,0.17%
27/10/2021,"33,197.00","32,279.70","33,197.00","32,279.70",49.66M,2.84%
26/10/2021,"32,279.70","31,419.70","32,279.70","31,075.60",47.89M,2.18%
25/10/2021,"31,591.70","32,394.40","32,509.00","31,591.70",71.40M,-2.82%
22/10/2021,"32,509.00","32,910.40","33,139.70","32,509.00",34.06M,-0.87%
21/10/2021,"32,795.70","32,795.70","33,369.10","32,451.70",67.25M,0.53%
20/10/2021,"32,623.70","32,910.40","32,967.70","31,993.00",59.48M,-0.52%
19/10/2021,"32,795.70","33,025.00","33,254.40","32,738.40",40.71M,-1.21%
18/10/2021,"33,197.00","33,025.00","33,483.70","32,967.70",35.58M,1.05%
15/10/2021,"32,853.00","32,853.00","33,082.40","32,681.00",31.78M,0.88%
14/10/2021,"32,566.40","32,566.40","32,910.40","32,509.00",33.08M,0.00%
13/10/2021,"32,566.40","32,681.00","32,910.40","32,394.40",26.74M,-0.35%
12/10/2021,"32,681.00","32,853.00","33,025.00","32,566.40",31.07M,-0.35%
11/10/2021,"32,795.70","32,165.00","32,853.00","31,935.70",43.84M,2.69%
8/10/2021,"31,935.70","31,993.00","32,222.30","31,649.00",37.23M,0.18%
7/10/2021,"31,878.30","32,337.00","32,509.00","31,821.00",45.94M,-0.89%
6/10/2021,"32,165.00","31,993.00","32,279.70","31,763.70",45.93M,1.45%
5/10/2021,"31,706.30","31,821.00","32,050.30","31,591.70",45.60M,-0.36%
4/10/2021,"31,821.00","30,903.60","32,050.30","30,903.60",77.83M,3.93%
1/10/2021,"30,617.00","30,330.30","30,789.00","30,215.60",52.30M,0.95%
30/09/2021,"30,330.30","30,789.00","30,789.00","30,273.00",39.72M,-0.75%
29/09/2021,"30,559.60","30,215.60","30,731.60","30,158.30",59.89M,1.33%
28/09/2021,"30,158.30","29,011.60","30,215.60","29,011.60",61.11M,3.54%
27/09/2021,"29,126.30","29,470.30","29,814.30","29,126.30",48.85M,0.00%
24/09/2021,"29,126.30","29,240.90","29,642.30","29,068.90",27.26M,-0.39%
23/09/2021,"29,240.90","29,412.90","29,756.90","29,183.60",30.50M,0.20%
22/09/2021,"29,183.60","29,126.30","29,298.30","29,011.60",22.55M,0.20%
21/09/2021,"29,126.30","29,011.60","29,355.60","28,782.20",49.50M,-0.97%
20/09/2021,"29,412.90","30,043.60","30,043.60","29,183.60",55.48M,-0.97%
17/09/2021,"29,699.60","29,470.30","29,814.30","29,412.90",42.13M,0.97%
16/09/2021,"29,412.90","29,814.30","29,986.30","29,412.90",30.86M,-0.58%
15/09/2021,"29,584.90","28,724.90","29,814.30","28,610.20",44.46M,2.58%
14/09/2021,"28,839.60","29,126.30","29,240.90","28,782.20",38.49M,-0.98%
13/09/2021,"29,126.30","29,527.60","29,527.60","29,068.90",46.72M,-1.36%
10/9/2021,"29,527.60","29,814.30","29,928.90","29,470.30",29.55M,-0.77%
9/9/2021,"29,756.90","29,584.90","30,043.60","29,527.60",63.01M,1.17%
8/9/2021,"29,412.90","29,068.90","29,756.90","28,896.90",56.70M,1.18%
7/9/2021,"29,068.90","29,584.90","29,814.30","29,011.60",53.62M,-0.98%
6/9/2021,"29,355.60","28,380.90","29,470.30","28,323.60",82.54M,4.07%
1/9/2021,"28,208.90","28,094.20","28,409.60","28,036.90",25.85M,-0.20%
31/08/2021,"28,266.20","28,094.20","28,495.60","27,979.50",44.40M,1.23%
30/08/2021,"27,922.20","27,520.90","27,950.90","27,320.20",29.18M,2.31%
27/08/2021,"27,291.50","27,234.20","27,434.90","26,804.20",42.03M,-0.21%
26/08/2021,"27,348.90","27,864.90","27,864.90","27,262.90",23.78M,-1.45%
25/08/2021,"27,750.20","27,492.20","27,807.50","27,176.90",28.15M,1.36%
24/08/2021,"27,377.50","27,291.50","27,664.20","27,234.20",37.63M,0.53%
23/08/2021,"27,234.20","28,094.20","28,094.20","27,234.20",56.33M,-3.06%
20/08/2021,"28,094.20","29,126.30","29,240.90","27,635.50",84.66M,-3.73%
19/08/2021,"29,183.60","29,011.60","29,412.90","28,896.90",47.20M,0.99%
18/08/2021,"28,896.90","28,954.20","29,183.60","28,610.20",34.60M,0.00%
17/08/2021,"28,896.90","28,466.90","29,183.60","28,438.20",78.05M,1.92%
16/08/2021,"28,352.20","28,094.20","28,380.90","28,065.60",38.13M,1.64%
13/08/2021,"27,893.50","27,750.20","27,922.20","27,348.90",44.29M,0.52%
12/8/2021,"27,750.20","28,036.90","28,094.20","27,750.20",36.98M,-1.12%
11/8/2021,"28,065.60","28,552.90","28,552.90","28,065.60",37.57M,-0.91%
10/8/2021,"28,323.60","28,724.90","28,954.20","28,151.60",40.01M,-0.60%
9/8/2021,"28,495.60","27,578.20","28,495.60","27,492.20",52.20M,2.69%
6/8/2021,"27,750.20","27,864.90","28,151.60","27,692.90",34.49M,-0.82%
5/8/2021,"27,979.50","27,205.50","28,094.20","27,148.20",50.97M,2.74%
4/8/2021,"27,234.20","27,262.90","27,520.90","27,090.90",41.75M,0.53%
3/8/2021,"27,090.90","27,119.50","27,320.20","26,804.20",48.56M,0.00%
2/8/2021,"27,090.90","27,004.90","27,463.50","26,890.20",41.54M,-0.11%
30/07/2021,"27,119.50","27,004.90","27,291.50","27,004.90",39.50M,0.42%
29/07/2021,"27,004.90","26,918.80","27,348.90","26,832.80",56.26M,0.86%
28/07/2021,"26,775.50","26,546.20","27,004.90","26,488.80",36.41M,1.08%
27/07/2021,"26,488.80","26,374.20","26,832.80","26,202.20",31.24M,1.32%
26/07/2021,"26,144.80","26,087.50","26,431.50","25,600.10",40.30M,-0.44%
23/07/2021,"26,259.50","26,832.80","26,947.50","26,259.50",49.60M,-2.97%
22/07/2021,"27,062.20","26,775.50","27,348.90","26,546.20",36.88M,0.96%
21/07/2021,"26,804.20","27,234.20","27,406.20","26,718.20",36.61M,-1.16%
20/07/2021,"27,119.50","25,800.80","27,119.50","25,485.50",70.30M,6.77%
19/07/2021,"25,399.50","26,173.50","26,316.80","25,227.50",67.66M,-5.24%
16/07/2021,"26,804.20","26,775.50","27,205.50","26,660.80",38.19M,0.54%
15/07/2021,"26,660.80","25,571.50","26,861.50","25,571.50",48.99M,3.33%
14/07/2021,"25,800.80","26,316.80","26,374.20","25,428.10",47.07M,-1.10%
13/07/2021,"26,087.50","26,087.50","26,374.20","25,542.80",43.76M,1.22%
12/7/2021,"25,772.10","26,775.50","26,890.20","25,227.50",129.56M,-4.97%
9/7/2021,"27,119.50","27,807.50","28,151.60","26,374.20",80.47M,-3.47%
8/7/2021,"28,094.20","28,610.20","28,724.90","27,864.90",52.57M,-1.80%
7/7/2021,"28,610.20","28,094.20","28,610.20","27,434.90",69.59M,3.96%
6/7/2021,"27,520.90","29,298.30","29,928.90","27,520.90",82.74M,-6.25%
5/7/2021,"29,355.60","29,986.30","29,986.30","29,126.30",63.60M,-2.10%
2/7/2021,"29,986.30","30,387.60","30,617.00","29,928.90",51.58M,-0.95%
1/7/2021,"30,273.00","29,642.30","30,330.30","29,584.90",68.07M,2.52%
30/06/2021,"29,527.60","29,756.90","29,928.90","29,470.30",32.43M,-0.58%
29/06/2021,"29,699.60","30,100.90","30,158.30","29,642.30",34.03M,-1.15%
28/06/2021,"30,043.60","29,412.90","30,100.90","29,126.30",67.20M,3.35%
25/06/2021,"29,068.90","29,068.90","29,355.60","28,552.90",44.94M,0.20%
24/06/2021,"29,011.60","29,470.30","29,642.30","28,954.20",34.30M,-1.56%
23/06/2021,"29,470.30","29,584.90","29,756.90","29,298.30",31.85M,-0.58%
22/06/2021,"29,642.30","29,527.60","30,043.60","29,355.60",31.68M,0.98%
21/06/2021,"29,355.60","29,814.30","30,100.90","29,355.60",38.80M,-1.73%
18/06/2021,"29,871.60","29,756.90","30,559.60","29,470.30",49.75M,1.36%
17/06/2021,"29,470.30","29,183.60","29,756.90","29,183.60",34.69M,-0.77%
16/06/2021,"29,699.60","30,273.00","30,387.60","29,527.60",49.64M,-2.63%
15/06/2021,"30,502.30","30,387.60","30,731.60","30,215.60",37.25M,-0.75%
14/06/2021,"30,731.60","30,674.30","31,133.00","30,273.00",49.06M,0.94%
11/6/2021,"30,445.00","29,871.60","30,502.30","29,584.90",49.82M,2.91%
10/6/2021,"29,584.90","28,782.20","30,158.30","28,667.60",50.30M,2.58%
9/6/2021,"28,839.60","28,610.20","29,470.30","28,094.20",70.28M,0.60%
8/6/2021,"28,667.60","29,986.30","30,330.30","28,667.60",66.04M,-5.12%
7/6/2021,"30,215.60","31,305.00","31,534.30","29,814.30",59.47M,-3.30%
4/6/2021,"31,247.70","31,247.70","31,706.30","31,133.00",54.36M,0.37%
3/6/2021,"31,133.00","30,961.00","31,305.00","30,387.60",63.44M,0.56%
2/6/2021,"30,961.00","31,534.30","31,821.00","30,387.60",68.64M,-2.70%
1/6/2021,"31,821.00","31,305.00","32,279.70","30,961.00",57.34M,5.31%
31/05/2021,"30,215.60","30,215.60","30,215.60","29,699.60",103.49M,6.62%
28/05/2021,"28,340.40","28,340.40","28,424.90","27,960.30",69.82M,0.45%
27/05/2021,"28,213.70","28,593.80","28,636.00","27,960.30",44.40M,-1.47%
26/05/2021,"28,636.00","28,467.10","28,636.00","28,382.60",35.87M,0.59%
25/05/2021,"28,467.10","27,580.10","28,636.00","27,537.90",52.56M,3.06%
24/05/2021,"27,622.40","27,706.80","27,918.00","27,453.40",54.65M,-0.30%
21/05/2021,"27,706.80","27,918.00","28,044.70","27,622.40",53.17M,-1.50%
20/05/2021,"28,129.20","27,960.30","28,171.40","27,664.60",49.93M,0.76%
19/05/2021,"27,918.00","27,031.10","28,171.40","26,819.90",65.81M,4.26%
18/05/2021,"26,777.70","26,397.50","26,904.40","26,397.50",90.69M,2.42%
17/05/2021,"26,144.10","25,932.90","26,355.30","25,595.00",78.77M,0.81%
14/05/2021,"25,932.90","26,186.40","26,397.50","25,764.00",73.70M,-0.16%
13/05/2021,"25,975.20","26,355.30","26,608.70","25,975.20",57.11M,-1.91%
12/5/2021,"26,482.00","26,017.40","26,482.00","25,890.70",67.91M,1.13%
11/5/2021,"26,186.40","26,735.40","26,735.40","26,186.40",68.49M,-1.59%
10/5/2021,"26,608.70","25,679.50","26,735.40","25,679.50",65.24M,3.62%
7/5/2021,"25,679.50","25,003.70","25,975.20","24,961.50",68.46M,2.36%
6/5/2021,"25,088.20","25,046.00","25,468.30","24,834.80",50.06M,0.17%
5/5/2021,"25,046.00","25,341.60","25,468.30","25,046.00",56.68M,-0.84%
4/5/2021,"25,257.20","24,201.30","25,510.60","24,074.50",76.44M,2.93%
29/04/2021,"24,539.10","23,863.40","24,792.60","23,821.10",64.58M,3.75%
28/04/2021,"23,652.20","23,778.90","23,863.40","23,441.00",36.18M,-0.53%
27/04/2021,"23,778.90","23,272.10","23,821.10","22,976.40",49.33M,2.18%
26/04/2021,"23,272.10","23,863.40","23,905.60","23,229.80",58.28M,-2.30%
23/04/2021,"23,821.10","23,441.00","23,821.10","23,145.40",66.01M,2.55%
22/04/2021,"23,229.80","23,863.40","24,454.70","23,229.80",76.56M,-3.85%
20/04/2021,"24,159.00","24,496.90","24,750.30","23,652.20",87.64M,-1.04%
19/04/2021,"24,412.40","23,314.30","24,412.40","23,103.10",80.64M,5.86%
16/04/2021,"23,060.90","22,849.70","23,525.50","22,596.30",65.87M,0.18%
15/04/2021,"23,018.60","22,596.30","23,103.10","22,173.90",74.31M,2.83%
14/04/2021,"22,385.10","21,160.30","22,511.80","21,075.80",66.61M,5.79%
13/04/2021,"21,160.30","21,751.60","21,751.60","21,160.30",62.45M,-2.15%
12/4/2021,"21,624.90","21,075.80","21,751.60","21,012.40",62.57M,3.33%
9/4/2021,"20,928.00","20,822.40","21,075.80","20,716.80",36.19M,0.41%
8/4/2021,"20,843.50","20,906.80","20,949.10","20,695.70",27.73M,-0.20%
7/4/2021,"20,885.70","20,864.60","20,949.10","20,653.40",33.38M,0.10%
6/4/2021,"20,864.60","20,822.40","20,928.00","20,737.90",32.51M,0.20%
5/4/2021,"20,822.40","20,906.80","20,949.10","20,674.50",35.62M,0.51%
2/4/2021,"20,716.80","20,611.20","20,822.40","20,526.70",38.64M,1.13%
1/4/2021,"20,484.50","19,850.90","20,484.50","19,829.80",64.13M,3.63%
31/03/2021,"19,766.50","19,618.60","19,998.80","19,576.40",37.82M,0.75%
30/03/2021,"19,618.60","19,639.80","19,745.40","19,470.80",30.89M,0.32%
29/03/2021,"19,555.30","19,639.80","19,682.00","19,491.90",30.70M,0.22%
26/03/2021,"19,513.10","19,217.40","19,513.10","19,027.30",65.12M,2.67%
25/03/2021,"19,006.20","19,301.90","19,323.00","18,921.80",46.17M,-0.99%
24/03/2021,"19,196.30","19,449.70","19,576.40","19,048.50",54.80M,-2.47%
23/03/2021,"19,682.00","19,703.10","19,893.20","19,597.50",28.93M,-0.32%
22/03/2021,"19,745.40","19,977.70","20,041.00","19,724.20",25.59M,-0.85%
19/03/2021,"19,914.30","19,682.00","20,041.00","19,682.00",42.61M,1.18%
18/03/2021,"19,682.00","19,724.20","19,745.40","19,576.40",25.87M,0.65%
17/03/2021,"19,555.30","19,491.90","19,618.60","19,449.70",28.24M,0.43%
16/03/2021,"19,470.80","19,682.00","19,682.00","19,344.10",32.66M,-0.86%
15/03/2021,"19,639.80","19,682.00","19,808.70","19,597.50",27.58M,0.11%
12/3/2021,"19,618.60","19,682.00","19,682.00","19,513.10",28.16M,0.11%
11/3/2021,"19,597.50","19,386.30","19,703.10","19,344.10",36.07M,1.75%
10/3/2021,"19,259.60","19,365.20","19,365.20","19,069.60",36.54M,-0.55%
9/3/2021,"19,365.20","19,428.60","19,513.10","19,027.30",37.74M,-0.97%
8/3/2021,"19,555.30","19,682.00","19,808.70","19,428.60",41.18M,0.65%
5/3/2021,"19,428.60","19,280.80","19,470.80","19,048.50",49.57M,0.22%
4/3/2021,"19,386.30","19,808.70","19,808.70","19,006.20",64.78M,-1.92%
3/3/2021,"19,766.50","19,660.90","19,872.10","19,639.80",51.57M,0.21%
2/3/2021,"19,724.20","19,766.50","19,893.20","19,513.10",54.84M,1.08%
1/3/2021,"19,513.10","19,534.20","19,555.30","19,344.10",50.96M,1.32%
26/02/2021,"19,259.60","18,457.20","19,301.90","18,414.90",94.81M,3.28%
25/02/2021,"18,647.20","18,583.90","18,752.80","18,436.00",50.81M,1.26%
24/02/2021,"18,414.90","18,436.00","18,752.80","18,288.20",63.20M,0.69%
23/02/2021,"18,288.20","18,246.00","18,478.30","18,140.40",41.52M,-0.23%
22/02/2021,"18,330.40","18,351.60","18,752.80","18,161.50",49.49M,-0.12%
19/02/2021,"18,351.60","18,288.20","18,541.60","18,203.70",39.40M,-0.91%
18/02/2021,"18,520.50","18,330.40","18,583.90","18,140.40",49.45M,0.92%
17/02/2021,"18,351.60","17,929.20","18,351.60","17,865.80",56.18M,3.95%
9/2/2021,"17,654.70","17,274.50","17,696.90","17,084.50",60.61M,2.20%
8/2/2021,"17,274.50","17,950.30","17,992.60","16,894.40",76.26M,-3.76%
5/2/2021,"17,950.30","17,718.00","18,034.80","17,612.40",54.14M,1.67%
4/2/2021,"17,654.70","17,739.10","17,823.60","17,549.10",51.55M,-0.48%
3/2/2021,"17,739.10","17,401.30","17,887.00","17,316.80",80.71M,3.70%
2/2/2021,"17,105.60","16,260.90","17,105.60","16,155.30",66.12M,5.61%
1/2/2021,"16,197.50","16,472.10","16,831.10","16,134.20",49.40M,-2.04%
29/01/2021,"16,535.40","15,627.30","16,873.30","15,627.30",93.24M,4.40%
28/01/2021,"15,838.50","15,880.80","16,493.20","15,838.50",115.68M,-6.95%
27/01/2021,"17,021.10","17,485.70","17,908.10","16,683.20",64.99M,-4.73%
26/01/2021,"17,865.80","18,414.90","18,414.90","17,570.20",55.83M,-3.20%
25/01/2021,"18,457.20","18,267.10","19,196.30","18,203.70",76.66M,0.11%
22/01/2021,"18,436.00","18,710.60","18,879.50","18,393.80",34.28M,-1.24%
21/01/2021,"18,668.30","18,098.10","18,668.30","17,654.70",48.25M,6.00%
20/01/2021,"17,612.40","17,739.10","18,140.40","16,894.40",87.84M,0.24%
19/01/2021,"17,570.20","18,837.30","18,837.30","17,528.00",59.72M,-6.73%
18/01/2021,"18,837.30","18,795.00","18,942.90","18,689.50",41.96M,0.22%
15/01/2021,"18,795.00","18,710.60","19,027.30","18,710.60",34.26M,0.11%
14/01/2021,"18,773.90","18,879.50","18,879.50","18,520.50",40.60M,-0.56%
13/01/2021,"18,879.50","19,090.70","19,196.30","18,752.80",37.37M,-0.45%
12/1/2021,"18,964.00","18,246.00","18,964.00","18,119.30",52.68M,4.30%
11/1/2021,"18,182.60","18,203.70","18,288.20","17,992.60",38.56M,0.70%
8/1/2021,"18,055.90","18,119.30","18,288.20","17,992.60",46.28M,-0.12%
7/1/2021,"18,077.00","18,224.90","18,246.00","17,844.70",50.46M,0.00%
6/1/2021,"18,077.00","17,950.30","18,288.20","17,865.80",41.58M,1.06%
5/1/2021,"17,887.00","17,654.70","18,077.00","17,612.40",43.17M,0.12%
4/1/2021,"17,865.80","17,739.10","18,161.50","17,591.30",36.68M,2.05%
31/12/2020,"17,506.80","17,274.50","17,633.60","17,190.10",27.49M,1.34%
30/12/2020,"17,274.50","17,570.20","17,570.20","17,211.20",50.75M,-1.68%
29/12/2020,"17,570.20","17,422.40","17,675.80","17,337.90",31.14M,0.12%
28/12/2020,"17,549.10","17,654.70","17,718.00","17,316.80",48.71M,1.96%
25/12/2020,"17,211.20","16,894.40","17,253.40","16,683.20",52.51M,2.00%
24/12/2020,"16,873.30","17,147.80","17,232.30","16,303.10",42.87M,-0.12%
23/12/2020,"16,894.40","16,662.10","17,401.30","16,641.00",65.09M,1.65%
22/12/2020,"16,619.90","16,282.00","16,662.10","16,176.40",60.35M,2.08%
21/12/2020,"16,282.00","16,472.10","16,493.20","16,197.50",36.58M,-0.13%
18/12/2020,"16,303.10","16,091.90","16,366.50","16,007.50",46.23M,2.52%
17/12/2020,"15,901.90","16,218.60","16,324.20","15,901.90",70.99M,-2.96%
16/12/2020,"16,387.60","16,387.60","16,619.90","16,260.90",40.13M,0.52%
15/12/2020,"16,303.10","16,493.20","16,535.40","16,260.90",45.36M,-1.66%
14/12/2020,"16,577.70","16,641.00","16,683.20","16,450.90",33.55M,1.16%
11/12/2020,"16,387.60","16,049.70","16,387.60","15,923.00",38.55M,3.19%
10/12/2020,"15,880.80","16,260.90","16,303.10","15,711.80",70.43M,-2.34%
9/12/2020,"16,260.90","16,260.90","16,303.10","16,091.90",35.36M,0.26%
8/12/2020,"16,218.60","16,134.20","16,387.60","16,049.70",47.11M,0.52%
7/12/2020,"16,134.20","15,648.50","16,218.60","15,564.00",56.53M,3.38%
4/12/2020,"15,606.20","15,648.50","15,732.90","15,500.60",41.16M,0.27%
3/12/2020,"15,564.00","15,014.90","15,564.00","14,909.30",52.15M,4.39%
2/12/2020,"14,909.30","15,036.00","15,057.20","14,824.90",33.92M,-0.84%
1/12/2020,"15,036.00","14,740.40","15,036.00","14,592.60",50.51M,0.28%
30/11/2020,"14,993.80","15,310.60","15,373.90","14,993.80",40.45M,-2.07%
27/11/2020,"15,310.60","14,782.60","15,373.90","14,782.60",37.13M,3.28%
26/11/2020,"14,824.90","14,824.90","14,951.60","14,487.00",76.83M,-1.40%
25/11/2020,"15,036.00","15,542.90","15,585.10","14,867.10",129.03M,-5.07%
24/11/2020,"15,838.50","15,944.10","16,260.90","15,331.70",113.37M,0.00%
23/11/2020,"15,838.50","15,078.30","15,986.30","14,993.80",54.86M,5.04%
20/11/2020,"15,078.30","14,909.30","15,078.30","14,761.50",42.03M,1.42%
19/11/2020,"14,867.10","14,655.90","14,993.80","14,550.30",61.47M,1.73%
18/11/2020,"14,613.70","14,191.30","14,613.70","14,085.70",51.23M,3.75%
17/11/2020,"14,085.70","13,726.70","14,085.70","13,684.50",37.60M,3.41%
16/11/2020,"13,621.10","13,642.20","13,832.30","13,473.30",59.16M,0.94%
13/11/2020,"13,494.40","13,304.40","13,494.40","13,283.20",28.17M,1.59%
12/11/2020,"13,283.20","13,219.90","13,304.40","13,198.80",22.71M,0.48%
11/11/2020,"13,219.90","13,219.90","13,346.60","13,156.50",33.74M,0.00%
10/11/2020,"13,219.90","13,557.80","13,600.00","13,219.90",47.83M,-0.63%
9/11/2020,"13,304.40","13,008.70","13,304.40","12,966.50",42.43M,3.62%
6/11/2020,"12,839.80","12,797.50","12,966.50","12,755.30",31.07M,0.50%
5/11/2020,"12,776.40","12,945.30","12,987.60","12,776.40",26.87M,-1.31%
4/11/2020,"12,945.30","12,966.50","13,093.20","12,818.60",42.38M,-0.16%
3/11/2020,"12,966.50","13,093.20","13,219.90","12,903.10",40.59M,0.33%
2/11/2020,"12,924.20","12,903.10","12,966.50","12,818.60",24.06M,0.16%
30/10/2020,"12,903.10","13,008.70","13,050.90","12,628.60",44.11M,-0.16%
29/10/2020,"12,924.20","12,649.70","12,987.60","12,649.70",48.14M,0.66%
28/10/2020,"12,839.80","13,156.50","13,367.70","12,755.30",59.45M,-3.18%
27/10/2020,"13,262.10","12,924.20","13,388.80","12,903.10",58.57M,1.95%
26/10/2020,"13,008.70","13,093.20","13,515.50","12,966.50",47.16M,-0.32%
23/10/2020,"13,050.90","12,586.30","13,050.90","12,523.00",68.42M,4.39%
22/10/2020,"12,501.90","12,248.50","12,501.90","12,206.20",30.28M,1.72%
21/10/2020,"12,290.70","12,438.50","12,501.90","12,248.50",24.72M,-0.85%
20/10/2020,"12,396.30","12,142.90","12,396.30","12,121.70",30.86M,1.56%
19/10/2020,"12,206.20","12,311.80","12,354.00","12,185.10",25.34M,-0.69%
16/10/2020,"12,290.70","12,332.90","12,459.60","12,227.30",40.12M,0.17%
15/10/2020,"12,269.60","12,670.80","12,670.80","12,269.60",70.71M,2.47%
14/10/2020,"11,973.90","11,805.00","11,973.90","11,741.60",32.99M,1.25%
13/10/2020,"11,826.10","11,910.60","11,931.70","11,783.90",24.71M,-0.88%
12/10/2020,"11,931.70","12,100.60","12,142.90","11,847.20",28.40M,-0.88%
9/10/2020,"12,037.30","11,910.60","12,121.70","11,826.10",21.93M,1.42%
8/10/2020,"11,868.30","11,826.10","11,868.30","11,699.40",42.25M,1.08%
7/10/2020,"11,741.60","11,868.30","11,952.80","11,741.60",34.18M,-1.59%
6/10/2020,"11,931.70","11,593.80","11,931.70","11,488.20",54.69M,3.29%
5/10/2020,"11,551.60","11,340.40","11,572.70","11,340.40",29.63M,2.43%
2/10/2020,"11,277.00","11,424.90","11,509.30","10,981.40",46.83M,-1.11%
1/10/2020,"11,403.70","11,234.80","11,488.20","11,192.60",39.76M,2.27%
30/09/2020,"11,150.30","11,129.20","11,213.70","11,023.60",30.08M,0.19%
29/09/2020,"11,129.20","11,171.40","11,319.30","11,129.20",42.76M,-0.19%
28/09/2020,"11,150.30","10,896.90","11,150.30","10,854.70",40.71M,2.52%
25/09/2020,"10,875.80","10,896.90","10,896.90","10,770.20",23.38M,0.39%
24/09/2020,"10,833.50","10,854.70","10,939.10","10,770.20",28.81M,-0.58%
23/09/2020,"10,896.90","10,833.50","10,939.10","10,791.30",29.16M,0.98%
22/09/2020,"10,791.30","10,770.20","10,854.70","10,728.00",35.41M,-0.58%
21/09/2020,"10,854.70","10,939.10","10,960.30","10,812.40",26.95M,0.00%
18/09/2020,"10,854.70","10,791.30","10,854.70","10,770.20",28.90M,1.18%
17/09/2020,"10,728.00","10,453.40","10,770.20","10,432.30",61.99M,2.83%
16/09/2020,"10,432.30","10,453.40","10,474.50","10,390.10",15.95M,0.00%
15/09/2020,"10,432.30","10,453.40","10,537.90","10,411.20",20.52M,0.41%
14/09/2020,"10,390.10","10,347.80","10,453.40","10,347.80",29.47M,0.61%
11/9/2020,"10,326.70","10,369.00","10,411.20","10,326.70",27.04M,-0.41%
10/9/2020,"10,369.00","10,432.30","10,495.70","10,347.80",28.05M,0.20%
9/9/2020,"10,347.80","10,305.60","10,537.90","10,284.50",45.48M,-0.61%
