Date,Open,High,Low,Close,Volume
07/02/2018,"15,631","15,782","15,066","15,141","2,852,023"
06/29/2018,"16,008","16,196","15,631","15,631","2,017,212"
06/28/2018,"16,686","16,686","16,008","16,008","3,120,283"
06/27/2018,"16,912","16,912","16,667","16,686","1,300,921"
06/26/2018,"16,761","16,874","16,686","16,761","639,456"
06/25/2018,"17,100","17,100","16,912","16,987","1,623,636"
06/22/2018,"16,686","16,949","16,535","16,949","996,340"
06/21/2018,"17,100","17,100","16,610","16,723","928,638"
06/20/2018,"16,912","17,100","16,573","17,100","1,727,234"
06/19/2018,"16,987","16,987","16,083","16,761","17,512,429"
06/18/2018,"17,665","17,665","17,100","17,100","4,354,617"
06/15/2018,"17,439","17,589","17,420","17,514","1,173,773"
06/14/2018,"17,702","17,797","17,552","17,552","1,222,254"
06/13/2018,"17,326","17,665","17,326","17,627","1,702,171"
06/12/2018,"17,891","17,891","17,213","17,439","3,390,960"
06/11/2018,"17,985","18,060","17,891","17,891","1,916,615"
06/08/2018,"18,041","18,154","17,891","18,060","2,790,108"
06/07/2018,"18,418","18,418","17,966","18,004","3,022,128"
06/06/2018,"18,079","18,267","17,815","18,267","2,701,564"
06/05/2018,"17,891","18,117","17,778","18,004","5,033,208"
06/04/2018,"17,514","17,872","17,458","17,797","3,798,422"
06/01/2018,"17,326","17,589","17,213","17,495","4,172,299"
05/31/2018,"16,968","17,589","16,949","17,326","3,305,575"
05/30/2018,"17,815","17,815","17,100","17,119","4,489,544"
05/29/2018,"17,138","18,154","16,893","17,853","6,240,567"
05/28/2018,"17,778","18,154","17,138","17,138","5,677,628"
05/25/2018,"19,209","19,209","18,418","18,418","2,580,602"
05/24/2018,"19,946","20,044","19,487","19,487","4,509,763"
05/23/2018,"19,651","19,979","19,487","19,848","3,593,914"
05/22/2018,"19,979","20,143","19,487","19,553","7,187,612"
05/21/2018,"20,044","20,437","19,979","19,979","4,688,625"
05/18/2018,"19,848","19,979","19,258","19,913","2,991,967"
05/17/2018,"19,782","20,110","19,782","19,848","2,197,421"
05/16/2018,"19,979","20,110","19,815","19,815","2,970,594"
05/15/2018,"20,306","20,306","19,979","20,110","2,863,636"
05/14/2018,"19,684","20,208","19,520","20,175","6,472,941"
05/11/2018,"18,996","19,487","18,996","19,487","3,571,106"
05/10/2018,"19,127","19,455","18,996","19,094","4,720,714"
05/09/2018,"19,193","19,356","19,029","19,127","3,422,062"
05/08/2018,"19,389","19,520","19,258","19,324","6,174,303"
05/07/2018,"19,258","19,520","19,193","19,520","2,680,872"
05/04/2018,"19,160","19,324","19,062","19,258","3,910,395"
05/03/2018,"18,603","18,996","18,243","18,996","14,368,115"
05/02/2018,"18,931","18,996","18,603","18,669","4,183,496"
04/27/2018,"18,014","18,800","17,981","18,669","4,953,402"
04/26/2018,"18,636","18,898","18,014","18,014","8,960,085"
04/24/2018,"18,800","19,160","18,374","18,472","5,651,130"
04/23/2018,"20,077","20,208","18,734","18,996","9,051,389"
04/20/2018,"19,979","20,143","19,749","20,077","3,357,501"
04/19/2018,"20,306","20,339","19,880","19,880","7,258,450"
04/18/2018,"20,405","20,601","20,274","20,306","4,355,882"
04/17/2018,"20,143","20,306","19,946","20,306","5,875,024"
04/16/2018,"20,306","20,437","19,946","20,011","3,606,036"
04/13/2018,"20,929","20,929","20,306","20,306","7,165,082"
04/12/2018,"20,634","20,830","20,339","20,830","4,028,483"
04/11/2018,"21,223","21,420","20,634","20,634","12,277,131"
04/10/2018,"20,830","21,354","20,798","21,092","14,620,496"
04/09/2018,"20,503","20,830","20,503","20,765","4,586,585"
04/06/2018,"21,027","21,060","20,536","20,536","11,535,894"
04/05/2018,"20,306","20,863","20,143","20,634","10,622,546"
04/04/2018,"20,306","20,568","20,175","20,208","7,013,152"
04/03/2018,"20,044","20,110","19,946","20,044","5,216,745"
04/02/2018,"20,143","20,208","19,979","20,143","7,769,960"
03/30/2018,"19,520","20,077","19,455","19,880","22,946,514"
03/29/2018,"19,455","19,553","19,324","19,487","7,105,757"
03/28/2018,"19,356","19,455","19,258","19,291","30,095,657"
03/27/2018,"19,618","19,684","19,324","19,487","8,404,913"
03/26/2018,"19,193","19,455","19,193","19,389","2,933,680"
03/23/2018,"19,324","19,520","18,996","19,193","10,291,031"
03/22/2018,"19,979","20,110","19,684","19,684","3,979,417"
03/21/2018,"20,077","20,241","19,979","19,979","3,051,627"
03/20/2018,"19,717","20,405","19,651","20,077","8,919,873"
03/19/2018,"19,717","19,848","19,618","19,815","4,082,525"
03/16/2018,"19,848","19,913","19,553","19,684","4,723,035"
03/15/2018,"19,979","20,011","19,749","19,848","3,631,316"
03/14/2018,"19,684","19,913","19,455","19,913","6,381,985"
03/13/2018,"20,044","20,044","19,455","19,684","15,290,867"
03/12/2018,"20,306","20,503","20,110","20,110","5,011,139"
03/09/2018,"20,536","20,667","20,143","20,175","7,994,648"
03/08/2018,"20,306","20,470","20,077","20,372","5,546,526"
03/07/2018,"20,798","20,863","20,143","20,372","7,738,176"
03/06/2018,"20,470","20,732","20,208","20,732","7,869,862"
03/05/2018,"20,077","21,125","20,077","20,143","18,396,842"
03/02/2018,"19,815","20,077","19,651","20,011","5,620,811"
03/01/2018,"19,455","20,044","19,356","19,913","7,065,973"
02/28/2018,"19,389","19,782","19,356","19,586","8,658,119"
02/27/2018,"19,880","19,913","19,487","19,586","4,322,205"
02/26/2018,"19,979","20,241","19,782","19,782","7,788,066"
