Date,Price,Open,High,Low,Vol.,Change %
6/9/2011,"4,723.30","4,723.30","4,723.30","4,638.90",1.38M,0.00%
5/9/2011,"4,723.30","4,765.40","4,765.40","4,681.10",1.31M,0.00%
1/9/2011,"4,723.30","4,723.30","4,765.40","4,681.10",1.76M,0.90%
31/08/2011,"4,681.10","4,723.30","4,723.30","4,681.10",3.75M,-0.89%
30/08/2011,"4,723.30","4,723.30","4,723.30","4,681.10",2.06M,0.90%
29/08/2011,"4,681.10","4,723.30","4,723.30","4,596.80",820.18K,0.91%
26/08/2011,"4,638.90","4,638.90","4,638.90","4,596.80",1.02M,0.92%
25/08/2011,"4,596.80","4,681.10","4,681.10","4,554.60",685.51K,0.00%
24/08/2011,"4,596.80","4,596.80","4,638.90","4,554.60",1.21M,0.00%
23/08/2011,"4,596.80","4,554.60","4,638.90","4,554.60",1.24M,0.00%
22/08/2011,"4,596.80","4,554.60","4,638.90","4,554.60",1.17M,0.93%
19/08/2011,"4,554.60","4,681.10","4,681.10","4,554.60",473.00K,-1.82%
18/08/2011,"4,638.90","4,723.30","4,723.30","4,596.80",589.88K,0.92%
17/08/2011,"4,596.80","4,596.80","4,596.80","4,554.60",923.21K,0.93%
16/08/2011,"4,554.60","4,512.40","4,596.80","4,512.40",685.00K,0.00%
15/08/2011,"4,554.60","4,554.60","4,554.60","4,470.20",1.50M,0.00%
12/8/2011,"4,554.60","4,554.60","4,554.60","4,512.40",1.12M,0.00%
11/8/2011,"4,554.60","4,428.10","4,554.60","4,385.90",2.29M,2.86%
10/8/2011,"4,428.10","4,385.90","4,512.40","4,385.90",3.55M,1.94%
9/8/2011,"4,343.70","4,385.90","4,512.40","4,343.70",3.08M,-3.74%
8/8/2011,"4,512.40","4,554.60","4,638.90","4,512.40",2.60M,-2.73%
5/8/2011,"4,638.90","4,638.90","4,681.10","4,638.90",809.80K,-0.90%
4/8/2011,"4,681.10","4,596.80","4,765.40","4,596.80",915.88K,1.83%
3/8/2011,"4,596.80","4,470.20","4,596.80","4,470.20",872.49K,1.87%
2/8/2011,"4,512.40","4,512.40","4,681.10","4,512.40",1.20M,-3.60%
1/8/2011,"4,681.10","4,765.40","4,807.60","4,638.90",4.00M,-3.48%
29/07/2011,"4,849.80","4,892.00","4,892.00","4,765.40",7.80M,0.88%
28/07/2011,"4,807.60","4,723.30","4,807.60","4,723.30",3.90M,3.64%
27/07/2011,"4,638.90","4,470.20","4,638.90","4,470.20",3.09M,4.76%
26/07/2011,"4,428.10","4,343.70","4,470.20","4,343.70",1.77M,1.94%
25/07/2011,"4,343.70","4,259.40","4,343.70","4,259.40",1.03M,0.98%
22/07/2011,"4,301.60","4,301.60","4,343.70","4,259.40",1.06M,0.00%
21/07/2011,"4,301.60","4,385.90","4,385.90","4,259.40",1.15M,-1.92%
20/07/2011,"4,385.90","4,208.80","4,385.90","4,208.80",2.66M,4.42%
19/07/2011,"4,200.30","4,158.20","4,200.30","4,158.20",884.90K,0.81%
18/07/2011,"4,166.60","4,141.30","4,166.60","4,141.30",650.90K,0.20%
15/07/2011,"4,158.20","4,175.00","4,175.00","4,132.90",756.18K,-1.20%
