Date,FPT_DATA,HPG_DATA,MBB_DATA,MWG_DATA,VIC_DATA
2015-05-15,-0.004058,-0.026433,-0.007668,-0.068516,-0.008436
2015-05-18,-0.006166,-0.051293,-0.015516,0.061819,-0.015024
2015-05-19,0.00815,0.008237,0.007788,0.064539,0.006467
2015-05-20,0.035966,0.065656,0.015396,0.054772,0.010686
2015-05-21,0.028985,0.0,0.00761,-0.048492,0.002074
2015-05-22,-0.009598,0.007652,0.007194,-0.00628,0.027204
2015-05-25,0.037767,-0.007652,-0.007194,-0.031697,-0.006213
2015-05-26,-0.018661,0.018679,0.007194,0.031697,0.002075
2015-05-27,-0.009507,-0.014846,0.0,-0.006219,-0.004155
2015-05-28,-0.005588,0.0,0.036598,-0.006359,-0.006264
2015-05-29,-0.008844,-0.007682,-0.006935,-0.012739,-0.006304
2015-06-01,-0.015646,-0.007388,0.02847,-0.012903,0.024981
2015-06-02,-0.013674,-0.003892,-0.021536,-0.013072,-0.012412
2015-06-03,0.011393,-0.026946,-0.006935,-0.019881,0.004155
2015-06-04,0.004557,0.003998,0.0,0.006635,0.010312
2015-06-05,0.008963,-0.01572,0.006935,0.026317,0.0
2015-06-08,-0.011239,0.02726,0.00723,-0.006462,0.004095
2015-06-09,0.0,0.037647,-0.014165,0.0,0.0
2015-06-10,0.006722,0.04721,0.006935,-0.019855,-0.008207
2015-06-11,0.004517,0.017307,-0.006935,0.0,0.012238
2015-06-12,0.006648,-0.006822,0.006935,0.0,0.055374
2015-06-15,-0.002241,0.003579,0.062939,-0.013423,-0.029262
2015-06-16,-0.011099,0.006797,0.019917,0.0,0.0
2015-06-17,-0.002271,-0.017573,0.006657,-0.013606,0.0
2015-06-18,0.002271,-0.003288,-0.006657,0.0,0.0
2015-06-19,0.006692,-0.028736,-0.006382,-0.006818,0.009819
2015-06-22,0.017689,0.010789,0.04537,-0.006976,0.009769
2015-06-23,-0.002216,0.014317,0.006403,-0.028171,0.009674
2015-06-24,-0.006589,-0.010635,-0.012848,0.062358,0.009581
2015-06-25,-0.004477,-0.018207,-0.012704,-0.013513,0.0
2015-06-26,0.028485,-0.003408,-0.013183,0.020148,-0.009581
2015-06-29,0.010757,0.025284,0.01971,-0.020148,0.032469
2015-06-30,-0.008579,0.031457,-0.026367,0.0,0.018553
2015-07-01,0.008579,-0.024491,-0.013126,0.0,-0.0023
2015-07-02,0.008506,0.014115,0.026397,0.0,0.01145
2015-07-03,-0.004201,0.003579,0.00657,0.006725,0.015854
2015-07-06,0.010512,0.024067,0.0,0.0,0.0
2015-07-07,0.002123,0.023501,0.006527,0.0,-0.009046
2015-07-08,-0.019099,-0.00996,0.019025,0.006788,-0.015956
2015-07-09,0.0,-0.020541,0.0,0.0,0.011423
2015-07-10,-0.002077,-0.01027,0.031122,0.0,0.006834
2015-07-13,0.006391,-0.006797,0.024448,-0.020393,-0.004565
2015-07-14,0.0,0.017067,0.0,0.00688,-0.002269
2015-07-15,-0.010733,-0.020646,-0.036602,-0.00688,-0.011423
2015-07-16,0.0,0.034282,-0.012605,0.00688,-0.016215
2015-07-17,0.0,0.020266,0.006322,-0.00688,-0.002338
2015-07-20,-0.004273,0.009828,-0.006322,0.0,-0.002344
2015-07-21,-0.013108,0.028918,0.0,-0.020706,0.009341
2015-07-22,0.019554,0.064947,0.006322,-0.007074,0.034315
2015-07-23,0.01071,-0.012037,0.01223,0.0,-0.009067
