Date,FPT_DATA,HPG_DATA,MWG_DATA,VCB_DATA,VIC_DATA
2014-07-16,-0.07890378932736669,0.46116824172207405,1.9373917584578073,0.9241732402128687,-0.0002789366814122969
2014-07-17,-0.36493581180351464,-0.002851812195033091,0.016479479224613347,-1.4036490702610385,-0.4371070051542931
2014-07-18,3.295197304979778,-0.5216575711136117,-0.10799749274215278,0.5970251756937386,0.7591490176493882
2014-07-21,-1.516908960963066,-0.8582673424485561,-2.093683315105073,-0.3169690175461138,0.19027414003760545
2014-07-22,0.40230487832577566,-0.47933160971996086,-0.27184500437792286,-1.1007058591325107,-0.3924401743784149
2014-07-23,-0.8772653469837016,-0.16837345699510436,-0.8871738071692837,0.33842028130958174,-0.17633354248518848
2014-07-24,0.8550297397918785,1.6987468909600805,-0.5041474052005492,0.47413973109823415,0.3687184776694685
2014-07-25,-0.9894869045613124,-1.0474885454883514,-0.13187705732209976,-0.35399831010699523,1.9897198856170566
2014-07-28,-0.862379148083491,-1.223574799793632,0.0918259218171176,-0.5114815454913412,-1.0716831952560475
2014-07-29,0.15796408320616692,0.5103247544114251,-0.6073704949808209,0.8135109070034912,0.22661872570100394
2014-07-30,0.8523838713233076,0.7015567672760548,0.30678619190632883,-0.3604059430801646,-0.49401577960347604
2014-07-31,0.8645902038119845,2.6844351064535683,-0.9767111551431523,0.1765894373900266,0.5897378875756155
2014-08-01,-0.7000255808390432,-1.3394531223212789,0.7087915586869827,0.5808346564052216,0.4430524559322298
2014-08-04,0.1625904703413429,-0.5852011980034385,0.3375196875549455,0.25723126619293574,0.9722936018610455
2014-08-05,1.33532416148623,0.4848228656008347,0.7787162576891333,0.5691164340226942,-1.507231668312082
2014-08-06,-0.7355467944258798,0.056187566866132355,1.0478790819780501,-1.1555323505842878,-0.1332564831154455
2014-08-07,-0.7441988860321778,-0.5065199191430205,-0.6017942953285736,-0.1528465829656726,-0.6282318063653154
2014-08-08,-0.12459318440924208,-0.49768126673103447,-0.4590527442601267,-0.34479608153072544,-0.3357764040767375
2014-08-11,0.3164578791001064,0.2874318867329514,2.397397459012276,-0.2975618469755064,0.2251489212235403
2014-08-12,0.17315676757204312,-0.17347110873536334,0.2706559999604979,0.6085309484564665,2.0234286799295407
2014-08-13,1.1918470525672733,1.7629583799814936,0.6244015576455689,0.7566016594461358,-0.4954564201313742
2014-08-14,0.14546446375515887,-0.34089536796726294,0.5049371000342755,-0.3827192497014865,-0.013088404079810982
2014-08-15,-1.2116867370380866,-0.2747151502926951,0.6072071177722094,-0.7496336764699281,-1.1029864453523877
2014-08-18,0.7673871637436602,-0.8871824841610655,-0.19936872995318053,0.3854526041689141,0.4639856292638659
2014-08-19,0.14606162674174003,1.0620899007134823,-5.678764632045368,0.17357203515413921,-0.04072572888704081
2014-08-20,-0.4113136709375641,-0.19004008579488643,-0.1284652015684535,2.149407543757726,-16.94429090914381
2014-08-21,-1.2643173607922054,0.7556300058111306,-0.6213191545476546,0.8581472987707461,0.030111979061772143
2014-08-22,0.6159749640124522,0.2599678961830859,1.9628469539844928,-0.976364976028695,0.05696814214087683
2014-08-25,0.5700138096432437,-0.19230842728846373,0.2503394966406283,-0.49611423831412377,0.12163097059055762
2014-08-26,2.750440333056079,0.16212317061739986,-2.105219919828444,0.38860597575346373,0.0911472387743759
2014-08-27,-1.0346029601301383,-1.931370834694795,0.7094888212355559,-1.1159461350069488,-0.1235884463613759
2014-08-28,0.7789632850907534,-1.4123746623182283,0.11633160500538162,-0.4250669408521047,-0.28079723128159867
2014-08-29,-0.8444809008409798,0.0545509629915296,-0.001513452916311182,0.9538593790842964,0.2842085462247868
2014-09-03,-1.0339855609319306,2.1941699521063027,-0.0073358920945814626,0.46525644765297197,-0.20691553082754416
2014-09-04,-0.4771110533081306,1.09796071409095,-0.5881062535200624,0.4905929342059375,-0.1439454439631777
2014-09-05,0.8004008081774531,-0.6078884242644133,1.4695182779153773,0.10503795650153686,-0.9094800826477444
2014-09-08,0.2369627296959034,-0.657695508240008,1.7851172481229534,-0.9728040239352184,0.7787903925526876
2014-09-09,-3.14813475358853,-1.7556088359634172,-0.045913150757917714,-2.102070672311345,-0.266656604360874
2014-09-10,0.6763355404477077,0.474965079929458,-0.5728982722282259,0.14115188400406223,0.11591552685399156
2014-09-11,0.06663653510365851,-0.6029884894490923,-1.113441765568705,0.23537283727220687,-0.2164137286604811
2014-09-12,1.0960672792811652,1.161921515725564,-0.6221149818616023,0.49490819597762475,1.2524226372234384
2014-09-15,-0.1306629479962612,0.18310025896039744,0.11323583843674942,-1.3773249516936001,-0.686016032687265
2014-09-16,0.0006548014762669908,-0.1466898512579982,-0.02982659396176959,-0.23396521497088674,0.17239513063828868
2014-09-17,0.31882439103088045,0.8202884210681172,0.0022595903123169775,0.3366250486235943,-0.028150202920349244
2014-09-18,-1.7273671446839027,-0.5648390396744543,0.49494462671764927,1.126348103863859,0.30845636972253554
2014-09-19,-0.558030962110599,-1.613875742762638,2.608231753463058,-1.712304358824422,-0.0014047253718457078
2014-09-22,-0.3220008783879306,0.8137967626635029,1.2083335410887535,1.4717409479334866,-0.0016972141518743877
2014-09-23,0.647884225691398,1.1467282822642908,-1.8025422125352963,0.18192452754720215,2.275047094617193
2014-09-24,0.8603548887184681,0.7314307954613786,-1.1606970573371935,0.07577893509539274,-0.8985356599068502
2014-09-25,1.5461635552829414,-0.588523949634509,-2.393241318894915,-0.6264596678160279,-2.9180610641900566
2014-09-26,-1.0996466244651844,-0.7941548917569236,1.5686381491314911,0.005147781861687791,0.19742983767825895
2014-09-29,-0.40677260379454927,-0.08381703425786712,0.26841930151667,-0.15518094466288126,-0.8929924510412955
2014-09-30,0.17109503173292442,-0.27134603627695286,0.32063224398975654,0.16263518695991194,0.9374829266468075
2014-10-01,2.0874202177743926,0.705678036312494,-0.2245689505792195,1.186490253139413,1.3646504506938653
2014-10-02,0.0938865492536295,0.7997361273902545,0.1605393083074766,2.331672508237057,-0.0024179623632168946
2014-10-03,-1.098701647635573,-0.31470510590890083,0.28102618747002434,-0.5504722143597985,0.5354391901570871
2014-10-06,-0.4193422240366484,-1.7182319997608764,-0.41822522437849946,-1.3428796723685308,0.15359581392972546
2014-10-07,-0.00042923512166054056,0.2014567245770583,-0.3002408749839234,-0.3841609425745782,-0.7873887853910895
